Rating,Description
4,"Untuk 80ribu (karena promo) worth it banget seharian disini, kemarin bayar 100rb untuk ngasih makan dan interaksi sama lumba lumba tapi sama petugas nya kaya di buru buru banget, dateng kesini weekend dan ternyata ga terlalu rame, untuk pihak ancol tolong beruang nya di perhatiin itu kurus dan keliatan kepanasan"
5,Tempat yang menarik untuk dikunjungi. Ada semacam gazebo yang luas bisa dipakai untuk acara family gathering dari perusahaan 😎❤️‍🔥
5,"TMII sekarang lebih sejuk ya bener bener go green, cuman harus ada edukasi yang lebih lagi bagi orang-orang yang belum tahu biar gak salah faham tentang TMII yang sekarang 👍👍👍"
5,"Museumnya seru banget, sayangnya tidak ada kurator atau guide saat itu yang bisa menjelaskan. Tiket masuknya berupa perangko yang bisa dibawa pulang.Perangko yamg ada sangat beragam. Bisa booked untuk grup dan custom tiket. Di depannya ada pendopo yang bisa dipakai untuk kegiatan atau titik kumpul. Tempatnya asri dan rindang."
5,"Masuk ke sini karena emang dari dulu suka sama perangko. Dan pas masuk ke museum ini, ketemu perangko perangko ajaib.. alias gak dijual bebas. Oiya tiket masuknya 5.000 ya. Nanti kalian dapat 1 perangko cantik buat koleksi senilai 5.000 juga. Perangkonya khusus buat dikoleksi."
5,Museum adalah sarana belajar sekaligus rekreasi bagi anak
4,Salah satu museum di TMII. Sayangnya sepi pengunjung.
5,Tempat yang bagus untuk berkunjung dengan anak2 dan keluarga. Menambah wawasan anak2 tentang pos dan perangko. Ada perangko yg di jual jg. Ada yg limited edition. Design perangko unik2. Krn tidak di jual di kantor pos indonesia lainnya. Biasanya untuk koleksi. Marketing nya jg sangat ramah. Lokasinya enak. ada tamannya. Tempatnya sejuk. Bisa jg utk pernikahan dengan tema semi outdoor.
5,Classic and unique stamp museum that not only exhibits the complete collection of stamps of Indonesia; but also the heritage from V.O.C. the former colonialist from the Kingdom of Netherland.
5,"Tempat yang sangat cocok untuk healing. Adem, cukup terawat dan bersih. Areanya luas, cocok untuk sepedaan dan jogging. Area danaunya dimanfaatkan masyarakat untuk memancing. Terdapat area playground untuk anak-anak, mushola dan juga warung di bagian depan dekat dengan gerbang masuk. Area parkirannya luas, muat untuk beberapa mobil dan motor. Biaya retribusi Rp. 3.000/orang untuk masuk ke dalam kawasan ini. Ohiya, warung yang ada dalam kawasan belum tersedia untuk pembayaran Qris jadi harap menyediakan uang tunai jika ingin jajan."
5,"Semoga semakin diperbaiki oleh pemda...hati"" ada pihak swasta yg mungkin akan ambil alih..jika hutan srengseng tidak di perhatikan dan semoga ada inovasi"" baru utk sarana"" umumnya...nb:tolong toilet di renovasi lagi pak..terima kasih"
5,"Tempat yang bener bener back to nature🌿🍃, dengan lebatnya daun-daun dan pohon yang terawat bisa membuat suasana yang cozy dan fresh diantara kota jakarta, dengan tiket masuk 3 k dan motor juga bayar 3 k ini worth it banget untuk healing sekeluarga sih."
5,"Edisi sebar SDT bekam, masuk hutan srengseng bikin badan makin seger, alhamdulillah.
Kalo masuk pakai kendaraan bayar tiket 3rb dan jalan kaki di hari biasa gratis masuknya."
5,"The forest is quite cool. It has lots of shady areas with trees. Many people fishing in the lake. Children are playing on the playground. Ticket is sold at IDR 3,000 per person. Vehicle parking is available on site. There are sachet coffee sellers around the lake."
5,"Sudah mulai rapih, dari mulai toilet umum, musholah sudah membaik. Tarif/ retribusi Rp. 3.000,- per orang saat ini. Parkir luas, dan terdapat danau bisa untuk mancing liar. Area bermain anak juga ada, mungkin perlu ditambah saja sarana dan lokasinya. Amphiteatre di tengah hutan juga perlu dirapihkan karena banyak yg sudah bergeser struktur bangunannya."
4,"Siang yang panas cerah ini, mampirlah kita ke Hutan kota srengseng untuk ngadem. Cari angin semliwir sambil menikmati pemandangan yang lumayan hijau. Jajan minuman dingin, ngobrol bareng bestie, foto2. Dah lumayan bikin hati senang, pikiran jadi tenang."
4,"Tempatnya sejuk, nyaman, lumayan rapih. Kantin juga ada dan banyak pilihan menu. Masjid dan toilet tersedia di dekat pintu masuk. Kalau mau main sampai sore jangan lupa bawa lotion anti nyamuk, karena nyamuknya galak-galak."
5,"Tempat yg sarat sejarah, seperti merasakan langsung peristiwa itu. Menambah rasa syukur dan kecintaan terhadap NKRI."
3,"Akhir pekan harga tiket perorang 5rb dan 5rb untuk harga stiker Monumen💰💰💰

Minggu, 8 Oktober 2023. 📅
Kunjungan museum lumayan ramai karena banyak anak sekolah dan rombongan datang.

Depan museum sekarang sudah direvitalisasi lebih bagus lagi, lebih teratur dari gedung-gedungnya. Diluar sudah sangat bagus sekali, bahkan tempat parkir mobil dan motor luas. Terdapat juga mushola dan banyak toilet, serta jajanan. 👍🏻

Namun sayangnya, ada sedikit kekurangan
1. Museum didalan lampu redup😔😔
2. Kebersihan kurang atau kotor (bahkan banyak sarang laba-laba😩
3. Miniatur patung kecil di setiap perisitiwanya redup/gelap (bahkan ada yang ga keliatan)😞
4. Beberapa tulisan deskripsi peristiwa sudah rusak/Foto rusak mungkin akibat lampu yang terlalu dekat (mungkin bisa direvitalisasi)😣😣
5. Kebersihan debu-debu kecil🫣
6. Panas banget dibeberapa ruangan (apalagi kalau banyak rombongan gerahnya minta ampun)🥵🥵
7. Parkiran motor mahal lebih mahal daripada di mall, mungkin bisa diubah ke sistem mesin bisa bayar gopay/dana/emoney (jadi bukan hitungan abangnya tkut manipulasi) 🫣

Dengan adanya kekurangan ini, harapannya semoga pihak berwajib bisa diperbaiki kedepannya ya."
5,"Anak2 bisa mengenal sejarah sambil healing
Suasananya seperti bukan di jkt
Adem bgt"
5,"Tempat bersejarah, cocok untuk bawa anak-anak yang memulai belajar. Tempat nya juga bagus dan bersih. Tiket masuk nya juga murah."
5,"Tempatnya luas, rindang dan bersih.. Hanya saja untuk area museum masih minim penerangan, dan banyak tulisan di diorama sudah memudar sehingga sulit untuk dibaca, beberapa TV informasi juga ada yang mati tidak berfungsi..

Tiket sangat terjangkau per orang 7000 rupiah, dan parkir mobil 5000 rupiah. Sudah mendapatkan buku panduan hanya 1 buah(sepertinya tidak semua mendapatkan buku panduan ini, karena ada pengunjung lain menanyakan kepada saya kok kami tidak dpt buku itu)"
5,"Puluhan kali melewati gerbang masuk Monumen Pancasila Sakti, lintasan perjalanan Bekasi-Depok, baru beberapa hari lalu berkesempatan menyusuri tiap rinci kedalamannya.

Berkunjung bersama sahabat, Rengganis Purwakinanti, mengendarai motor. Di pintu masuk, berdua membayar tiket Rp15.000, dapat dua kertas merah muda dan satu stiker. Setelah diamati sepertinya stiker bayar Rp5000 karena tiket per orang Rp5000.😅

Parkir motor sesuai dengan tertera di kertas tiket warna putih. Termasuk wisata ramah kantong, memang begitu biasanya destinasi wisata sejarah yang ada di Indonesia. Beberapa tempat, tidak berbayar. Hanya saja memang peminat tidak seheboh wisata selainnya, sangat disayangkan. 😇

Berada di area Monumen Pancasila Sakti, bikin ngeri. Entah bagaimana rasanya berada di kondisi mencekam dan tertekan, berhadapan langsung dengan penyiksaan juga maut. Astagfirullah.

Semoga monumen ini dapat membangkitkan semangat juang anak bangsa; bermanfaat untuk rakyat dan terus berinovasi memajukan negara. Aamiin yaa Rahman. ❤️🌹

Waktu kunjung dokumentasi:
Sabtu, 16 Juli 2022"
5,"Good experience this place, it was a terrible thing what the communists done to these generals, so cruel. It's nice to have a memorial place like this to remember these brave men who gave their lives for freedom to all in Indonesia.
The young ones should visit and remember these brave men and their families. Rest in peace 🙏"
5,"Suasana masih asri,  sejuk, bersih .halaman luas banget,  terdapat lapangan untuk parkir mobil dan motor,  ada mushola,  pendopo, ada warung untuk makan dan jajanan lain nya,  banyak pepohonan rindang. cocok buat teman-teman yang mau berkunjung bersama keluarga atau study tour . Mengenang sejarah kebiadapan PKI . Harga tiket 15.000 / include bayar parkir , masuk dan sticker"
5,"Seruuu.. Main pagi pas hujan gerimis, jadinya adem gak panas. Banyak yang dagang juga. Naik perahu 1 org 20rb bs keliling2 sekitar pantai (sedikit). Masuk ancolnya paket 100rb berempat (via traveloka). Pasirnya bersih. Pantainya gak keruh. Enak seruu"
5,"Pantai Ancol makin rapih sih.. pasirnya lumayan putih dan ga ada karang, walau klo dikorek lama2 keluar pasir hitam haha. Pantai cukup bersih.. semoga bisa lebih bersih lagi dgn terus menghinbau pengunjung, mungkin juga bisa ada gerakan pungutin sampah bareng2 gitu di pantai.

Life guardnya mantap, rajin banget kasih himbauan untuk berenang di dalam batas aman pelampung.

Mushola masih panggung, tempat wudhu sayang masih terbuka, toilet oke bersih. Tempat bilas terlalu terbuka jadi air shower kena angin malah kemana2. Otomatis shower cepet banget dan terlalu tinggi jadi agak menyulitkan kalo mau alirin air."
4,"Cukup bersih pantainya karna petugas selalu mengingatkan pengunjung untuk tidak buang sampah sembarangan.
Area pantai dibatasi dengan pelampung sehingga diharapkan pengunjung tidak berenang melewatinya.
Banyak yg menjajakan makanan snack, pop mi, mainan pasir dan layang dg pastinya harga lebih mahal.
Bila lupa membawa alas tikar bisa sewa dg harga 25K spot dicarikan oleh penjualnya yg pasti tempat teduh dan tidak ada batas waktu pemakaian.
Ada sewa perahu sharing dg pengunjung lain dg harga 20K untuk dewasa dan 10K anak2, lumayan kelilingnya cukup jauh melewati jembatan columbus.
Grab bisa anter sampai sini lho karna ancol kerjasama dg grab, bila bus wara wiri sulit bisa andalkan grab.
Toilet ada 2, klo pagi masih bersih menjelang siang ya gitu deh namun untuk shower untu bilas ada banyak walaupun terkadang aksesnya dihalangi pengunjung yg gelar tikar karna teduh, ada mushola walaupun terbatas tapi cukup ya antrenya (karna ikhwan dan akhwat sharing).
Selalu awasi putra putrinya saat bermain ya karna live guards gak banyak dan gak mungkin mengawasi setiap pengunjung."
4,"Dekat banget ya jarak seperatornya, kalau main air anak cukup sih kalau berenang ga recommended. Airnya keruh juga"
4,"Kunjungan : Senin, 8 Januari 2023 jam 08.45
Tiket Masuk motor  : 30.000
Tiket Masuk perorang : 25.000
kalau mau lebih murah bisa beli online di website ancol.

Alhamdulillah sepi, pantainya bersih dari biasanya..
meskipun masih ada sampah yg kecil² tapi better dari sebelumnya..
toilet yg lamanya bersih lumayan lah OBnya dh pake ISS..
ada mushola juga meskipun masih dari saung..
udah gak banyak tukang jualan kayak dulu.. mungkin udah dilarang kali ya.. jd kebersihan dan kenyamanan sepanjang pantai enak dipandang & enak buat jalan-jalan..
tadi cuma ada 1 orang yg buka lapan popmie di meja kecil.
kami parkir rada ujung yang deket mushola & jembatan.."
4,"Ancol pasir putih tempat rekreasi untuk keluarga, pantai buatan kawasan Ancol dekat Karnaval Ancol, cocok untuk bermain anak anak.. Dipinggir pantai lumayan adem karena bnyak pohon. Cocok untuk gelar tiket dibawah pohon,,"
5,"Bersih pasirnya. Cm kurang tempat utk berteduh.
Mushollahnya tersedia.
Toilet bersih.
Utk bilas anak2 kuranh privasi sngat trbuka."
4,"Lama banget ga ke sini... sdh banyak perubahan. Setiap waktu sholat tiba adzan sll dikumandangkan. Tempatnya juga cukup bersih. Toilet juga bersih.
Cm utk guyuran abis bermain air pantai semua ditempat terbuka dan campur. Byk anak kecil yg telanjang dgn santainya mandi di situ 🙈
Buat kami yg biasa dgn pakaian tertutup cukup risih. Mandi ga bisa bersih krn masih pakai baju lengkap, jd cm ngilangin pasir doang, udah gitu sore Banda ashar air sdh kecil, jd lama banget selesainya. trus ganti baju jd ikut antrian ke toilet."
3,"Beli tiket bundling online.
Kesini siang siang, dan ramee banget sama anak sekolahan.

Datang bertepatan dengan jadwal atraksi burung burung yang unik.

Tempatnya ga terlalu luas.
Walau disebut bird land, variasi burungnya gak sebanyak itu ternyata -_- sayang sekali. Tapi masih mending lah daripada yang ada di kota sendiri :v

Ada jembatan skywalk ceritanya, yang disini banyak burung burung kecil lagi makan karena makanannya di-awur-keun biar rame gitu hahah

Pas lagi keliling sempet ngobrol banyak soal perburungan sama host yang bawa acara pertunjukkan burung.

Tempatnya cukup terawat dan pertunjukkan burungnya juga cukup menghibur yahh. Anak anak yang liat pasti seneeengg. Karena diri ini yang udah dewasa pun seneng wkwk

Tapi yah karena berasa lagi di sangkar burung juga, waspada aja kalau kena tai dari atas wwkkww pager dan lantainya juga banyak tai."
5,"Enak datang diawal waktu, ga lama setelah dia buka sekitaran jam 8. Jadi bisa ngerasain feeding burungnya juga kalau naik. Terus lebih adem suasananya juga kalau masih pagi. Disini seru bgt! Pengunjung bebas berinteraksi, bahkan kadang keepernya yg nawarin. Love it!"
5,"Seneng bnget bisa ksni pas liburan tahun baru kmrn, karena Pak suami pecinta burung dan penasaran dgn koleksi burung dsni, akhirnya kami kesana.n it worth...anakku jg seneng bnget bisa secara langsung berinteraksi dgn unggas dsna.yuk ksn ada pertunjukan jg!!"
5,"Sangat rekomen untuk para pencinta burung.
Banyak jenis burung yang dibiarkan bebas dan burung-burungnya bisa diajak interaksi langsung.
Disediakan jagung & biji2an untuk kita feeding burungnya dan tanpa biaya tambahan.
Yang paling seru adanya Free Flying Show yang dilakukan setiap pkl 11.15 dan ONTIME."
5,Karyawannya ramah-ramah banget. Banyak jenis burung juga disini dan beberapa bisa dipegang dengan bantuan guide-nya. Ada interactive event juga kaya semacam entertaining event dari burung-burungnya gitu. Seru banget💯
5,"It's pretty small, but clean and you can interact and take photos with lots of birds. I was expecting to finish in 20-30 min but we stayed there for one hour. You also have a free bird show which is pretty awsome"
5,"Tempatnya ngga terlalu luas, tapi koleksi fauna nya lumayan banyak dan menarik. Ada free fly(?) show atau apadeh namanya. Lumayan seru. Semua burung2 besarnya dikeluarin untuk terbang bebas di hadapan pengunjung."
4,"For you who love to bird watching, then this kind of place is just right.
Not so wide enough, but many species is here. Some tour guide would explain about the bird and take you for feeding time.

It is good place to take your kids learning about aves."
2,"This place is a real time machine: I used to visiting PP-IPTEK almost every week due to Indosat Galileo hype (90s kid here), so I remembered most of the exhibits there. I had a impression that PP-IPTEK was really fun back then as a child.

2 decades later, back to this place, visiting as a parent & bringing my 2 year old son, as long as I could remember 70% of the exhibits (with additions here & there) are still the same like I used to play as elementary student back then.

I jokingly told my husband that this place is an epitome of Indonesia's science condition: undeveloped, abandoned... 🫠
Many of the exhibits here are broken, places are quite dim, it's very sad to see ISC in such condition.

Last week we had a chance to visited Petrosains at KLCC. I realized comparing ISC to Petrosains isn't quite fair (considering the entrance fee at ISC is very cheap) but both of them are state-owned (Petrosains under Petronas and ISC under BRIN).

Hoping this place will get a huge maintenance & revitalization (a lot of fund is needed, tho. Since higher education considered as tertriary... maybe nah 🫠)"
5,"Museum yang sebenarnya dikemas dengan sangat menarik untuk anak-anak. Sayang di beberapa titik agak kurang terawat dan beberapa alat peraga yang menarik tidak bisa berfungsi dengan baik.
Museum ini menampilkan informasi dengan beberapa tema, seperti mekanika, fluida, cahaya, dll. Kita bisa mencoba simulasi gempa, dll.
Bangunan museum terdiri dari beberapa lantai, Terdapat juga ruang teater tempat memutar pertunjukan. Pada saat saya berkunjung, Petualangan Dinos menjadi pertunjukan yang diputar saat itu.
Mudah2an alat peraga dapat diperbaiki dan dapat dinikmati oleh pengunjung."
4,Harga terjangkau banyak permainan tetapi agak kurang terawat dan perlu pembaharuan mungkin bisa ditambahkan koleksi atau sumbangan dari BRIN dan kementrian pendidikan agar alatnya lebih kekinian misal tentang AI robotik dan lainnya
4,"There's not much change from the last time we're here.
The devices are still the same, some are old enough.
Kids still love to explore here.
PS: please renovate the bathroom."
5,"Tempat ini bagus banget lho buat nambah ilmu pengetahuan..
Ada rumah simulasi gempa, tsunami, magnet, suara, dsbnya..
Hanya ada bbrp yg tdk berfungsi dengan baik bahkan mati..
Semoga semakin bagus dan ramai terus pengunjungnya.. aamiin.."
4,"Tempat yang menarik untuk bermain dan belajar. Sayangnya tidak selalu tersedia guide yang bisa mengarahkan edukasi ya, kecuali memang pergi dari sekolah dan udah janjian dulu. Tempatnya luas, namun beberapa lokasi agak kurang bersih dan ada yang tidak berfungsi lagi

Semoga kedepannya makin banyak wahana baru yang menarik"
5,Di sini banyak banget pelajaran yang bisa kita ambil cocok untuk orang dewasa dan anak anak yang ingin mempelajari tentang teknologi dan sains
3,Tujuannya bagus untuk mengenalkan ilmu pengetahuan teknologi untuk anak. Tapi sayang banyak peralatan yang rusak sehingga tidak maksimal bahkan sama sekali tidak berfungsi. Semoga kedepan diperbaiki dan dirawat dengam baik
5,"tidak jauh dari Stasiun MRT Fatmawati, suasana tempatnya sejuk dan asri, terdapat bangunan berasitektur kuno dengan isi museum yang terdapat beragam layangan dari segala penjuru daerah dan lintas negara. harga 20 ribu untuk anak anak dan 25 ribu untuk dewasa dengan fasilitas yang ada menurut saya cukup worth it. bagi anak anak bisa menggambar layang layang dan dapat dibawa pulang hasil karya tersebut."
4,"tempat yg sangat berkesan untuk anak2, halaman luas, nuansa tenang, instructor museumnya the best menjelaskan sangat jelas dan sabarr. harga 20rb bisa sekalian diajarkan buat layang2 dan bsa langsung main disana.
yang kurang adalah.. bagian museumnya kurang luas, tempat nnton film layang2nya juga kurang modern.
tapi overall, tempat ini jdi list wajib buat jalan2 sama anak❤️✨"
5,"Dari jaman masih ngantor selalu lewat tapi nggak pernah masuk, baru punya anak usia 7 tahun akhirnya nyempetin datang dan ternyata seru. Harga tiket 25rb dewasa dan 20ribu anak jadi aku bertiga 70ribu yaa.. Kita akan disuguhkan dengan video sejarah layang-layang lalu diajak berkeliling melihat-lihat ratusan layangan yang pernah menjuarai di berbagai lomba. Sesi terakhir yang anakku paling suka tentu saja membuat layang-layang sendiri. Untuk menghemat waktu, layangan sudah berbentuk rangka ya kita tinggal mengelem kertasnya dan mewarnai sesuka hati. Lalu tinggal di tambah benang, maka layangan dapat dibawa pulang.. Lumayan banget buat mengisi liburan sekolah"
5,"Keren masih ada museum layang2 dan baru tau kalo museum layang2 di Jakarta Selatan. Dari museum anak2 harus nonton video sejarah layang2 dan 2 x membuat layang2, yg besar dan kecil, layangannya awet bahan nya bukan dr kertas cocok utk disimpan dijadikan kenangan. Dari jln raya masuk kedalam mayan jauh ya dan parkiran dimuseum gak menampung banyak, ada penjual bakso didalam yg rasa nya belum bintang 5. Tapi mayan lah drpd gak ada hahaha. Terimakasih Museum Layang Layang selalu lah jaya dan jangan berhenti berjuang untuk mempertahan kan sejarah Layang2 ini."
5,Kunjungan kedua kami membawa anak didik kami untuk belajar sambil bermain di museum ini. Terima kasih bu Lina dan team yg sdh menyambut kami dan menemani ananda belajar di sn.
4,"Bagus dalam melestarikan Budaya. Ada mushola. Pas ke sana ada latihan/pertunjukan tarian dan gamelan juga. Cuma butuh perawatan aja mungkin dari pemerintah. Ada baiknya juga ada pertunjukkan menaikkan layang-layang agar anak-anak juga tahu caranya menerbangkan layang-layang, tidak hanya sekedar tahu apa itu layang-layang. Terima kasih Museum Layang-layang"
5,"Senang sekali bisa berkunjung ke museum layang-layang ini, saya rasa akan lebih seru bila bersama keluarga anak-anak pasti suka. Tiket masuk ke museum ini hanya 25rb untuk dewasa dan 20rb untuk anak2. Tiketnya sudah termasuk melihat video ttg sejarah layang-layang, tour ke dalam museum dg tour guidenya, dan workshop pembuatan layang-layang2 di akhir tur. Di museum ini kita bisa melihat berbagai macam bentuk layang-layang dr indonesia dan negara lain, dengan ukuran yang kecil hingga yang besar. Tour guidenya ramah menjelaskan setiap layang-layang yang ada disana serta menjawab pertanyaan dr pengunjung dg baik."
5,"Seru sekali. Rute naik kendaraan umum drr Stasiun Pasar Minggu naik Angkot Biru no.61 Cinere-Pondok Labu Pasar Minggu nanti turun di toko Aneka Buana. Dari situ jalan ke Gang H. Kamang. Kalau dr stasiun UI/Lenteng Agung, Tanjung Barat naik TransJakarta jurusan Lebak Bulus per orang per kartu JakLingko atau E-money Mandiri. turun di RS Fatmawati jalan ke depannya nanti naik angkot putih D02 minta turun di H. Kamang. Dari situ jalan terus nanti lokasi ada di sebelah kiri. Tiket masuk anak Rp.20.000, Dewasa Rp.25.000 sudah termasuk membuat layang-layang. Di dalam tidak boleh membuat video karena ada perjanjian dengan para pemilik layamg2 hanya boleh foto. Ada kantinnya, toiletnya bersih, petugasnya ramah-ramah. Kalau layangannya sudah jadi bisa langsung dimainkan lalu dibawa pulang dikasih plastiknya. Oh iya baru datang kita diminta nonton video mengenai sejarah layang-layamg selama 15 menit. Seru deh rekomendasi buat keseruan anak2"
5,"Luas, nyaman, sejuk hijau 🌳🌳🌳 tp syg dr awal buka permainan utk anaknya hanya 1 (dulu ada jungkat jungkit tp gk lama rusak) setelah pandemi sempat dibuka jadi makin sejuk hijau... 🥰 dulu sering ada event mcam2. Kdg dipakai utk acara nikahan ala garden party .

Semoga fasilitas tamannya ditambah ya... Terutama permainan anak-anak,ayunan perosotan,jungkat jungkit dan jungle gym 😍

Rutinin setiap pulang anter anak skul kita Olahraga ""Melangkah"" Bonus BB turun alis stabil 🥰 salam sehat selalu semangat 🔛🔥💪🏻"
5,"Love this Tanjung Park, even though it is located on the side of the highway, the atmosphere inside the park is cool and peaceful. This is because there are many tall trees and well-maintained ornamental plants. Suitable for light exercise locations such as walking."
5,"Tempat yang mudah dijangkau, tanaman dan rumput terawat, kami mengambil beberapa shoot untuk poto produk ""quarantine shoes"" disana. Taman yang rekomended untuk berolahraga dan bersantai"
5,Tamannya cenderung sepi. Lokasinya gak jauh seletah PKS Pasar Minggu. Disini cukup enak buat track jalan olahraga santai. Pohonnya rindang.
5,"RTH Ruang Terbuka Hijau dalam tujuan pemanfaatan lahan Dinas Pemerintah Dki Jakarta dalam pemanfaatan untuk paru paru Kota, Resapan Air, bermain anak-anak, anak muda, Lanjut usia, joging trek, senam dan berteduh di siang panasnya ibu kota. taman menjadi suatu sarana pemerintah yang wajib sama-sama kita manfaatkan dan kita jaga kebersihannya.
Setiap kegiatan yang akan dilakukan di taman wajib melapor terlebih dahulu kpd pihak pengamanan area taman yang disebut PAMDAL DINHUT DKI JAKARTA untuk mendapatkan arahan / Izin suatu kegiatan di taman dan wajib mengikuti ketentuan #ppno8Thn2007"
5,"Taman Mandiri Tanjung / Tanjung Park, lokasi buat santai dan menghirup udara segar,  ada fasilitas bermain anak,  olah raga dan MCK"
4,Rimbun. Bersih. Lantai gazebo sudah mulai harus di renovasi. Cukup banyak tempat sampah. Tanaman terawat baik. Ada kamar mandi.
4,"Rindang dan luas, cocok buat bermain anak, ada playground dan kumpul-kumpul keluarga serta komunitas. Cuma sekarang agak kurang bersih. Banyak sampah non organik. Dari pengunjung juga kurang kesadaran, padahal tempat sampah banyak. Dan ada beberapa jalan yg ambles dan belum diperbaiki juga."
5,Very nice to see the bridge with the name of our (Dutch) then Queen Juliana in Jakarta. This is a typical Dutch Bridge and I don't if we still have a bridge like this in the Netherlands
5,"Visited this place at dusk, and it was quite beautiful. We were the only visitors, the rest were local people who were having some rest. It has a dock to take pictures of the bridge, Mercure Batavia Hotel, and the city."
4,"Accessible and conveniently located between the square and the maritime museum. The quay looks nice, is reasonably well maintained and free of motor traffic."
3,"Jembatan kuno yang dibuat pada tahun 1628. Kondisinya masih terawat dengan baik dan sudah masuk cagar budaya. Pada waktu kesini, jembatan ditutup karena dalam perbaikan.

Sayangnya area sekitar jembatan terlihat kotor, terutama sungainya. Ada juga bangunan kuno yang sangat ridak terawat bahkan atapnya juga sudah hancur."
4,"Jembatan ditutup, menurut info mau direnovasi tp sdh lama sekali blm ada pengerjaan. Yg mau lihat bisa permisi sama penjaganya nanti dibukakan, ngasih seikhlasnya, penjaganya ramah."
5,"Salah satu bangunan cagar budaya yang menjadi saksi akan kebesaran Kota Batavia, jembatan Kota Intan menawarkan pengalaman luar biasa bagi penikmat sejarah ibukota."
5,"Tempat luas n nyaman tuk jln2..
Sebaiknya jln di pg at sore hr biar gak panas.."
5,"Jembatan Kota Intan merupakan jembatan gantung, seperti kebanyakan jembatan-jembatan besar lain yang juga digantung di negeri asalnya VOC, yaitu Belanda. Dari atas jembatan ini kita dapat melihat kantor pabean, ke arah Utara. Jembatan ini masih ada sampai sekarang meski kayu hutannya sudah diganti dengan baja. Pada abad ke17 kapal-kapal masih dapat berlayar lebih jauh ke arah hulu Sungai Ciliwung dengan cara mengangkat tengah-tengah jembatan itu ke atas. Akan tetapi tidak diketahui bahwa jembatan tersebut pernah mempunyai fungsi sebagai batang pajak seperti yang disebut di daerah Luar Batang."
4,"Milik Pemda DKI. Sepertinya kekurangan dana operasional shg bnyk fasilitas spt mainan outdoor anak yg sdh berkarat, bahkan kantor pengelola saja terlihat mau ambruk."
5,perlu revitalisasi karena seperti kurang ter urus bagian dalam nya
5,"Tempatnya sejuk,asri,ada beraneka ragam
Pembibitan tanaman holtikultura,masih banyak yang lain..tempat menyenangkan"
3,"Track lari ada yg tidak terawat, Toilet tidak tersedia air. Fasilitas yang biasa digunakan tidak terawat. Namun tetap asri karena rindangnya pohon pohon dan tanaman"
5,Taman di pinggiran kota Jakarta Timur yang sejuk dengan di kelilingi waduk cocok untuk menghirup udara segar karena banyak pepohonan hijau dan minus di bagian belakang jalan belum di aspal juga menyempit semoga ada pembenahan dari dinas terkait
5,"Tempat yang asri untuk berolahraga pagi atau sekedar menghabiskan waktu bersama keluarga, hanya saja beberapa area seperti kurang di rawat."
5,Rekomendasi untuk olahraga di tepi danau yang indah dengan cahaya matahari pagi
4,"Datang karena penasaran, tetapi tidak berekspektasi, ditambah lagi semalam habis hujan. Benar saja dugaan saya, jalanan diselimuti tanah, daun berguguran, berlumut, dan sedikit sampah. Beberapa pohon tumbang menghalangi jalan.

Baru dibuka katanya, tidak masalah setidaknya jadi tahu, yang penting ke depannya diurus. Terlihat area playground dipenuhi rerumputan. Bagian belakang tulisan iconic tsb banyak vandalisme. Yang saya suka tentu tempat aneka budidaya tanaman."
5,"Sempet bingung masuknya lewat mana
Ternyata di sebrang parkiran. Tempat parkirnya ada tulisan ""Sentosa Senayan"" Masuk parkiran pakai emoney

Dari sentosa, langsung nyebrang ke arah papan peraturan Hutan Kota GBK dan masuk gratis

Asik buat duduk santai menikmati suasana kota
Bocil juga senang sekedar lari-lari dan main rumput dan lihat ikan-ikan di kolam
Serulah buat cuci mata daripada rebahan dirumah atau scrolling gadget mulu 😁

Sekalian piknik juga suasananya cocok
Ada mushola dan toiletnya bersih

Buka pagi jam 6-10, Sore jam 15-18
Diluar jam itu ga bisa masuk, ada petugas yg ngingetin juga

Tempatnya bersiiih dan fasilitasnya bagus, masuknya juga gratis,  jangan lupa dijaga bareng-bareng kebersihannya 🤩"
4,"Daripada hutan kayanya lebih pas taman karena pohonnya ga gitu banyak lebih ke field rumput yg luas, ada kolam ikan cantik ada fasilitas toilet juga cuma sayang ada jam kunjungan nya kloter 1 dr jm 6-10 pagi kloter 2 dibuka lgi dari jm 15-18 sore..sayang bgt kirain bisa dtg kpn aja kaya taman2 lain"
4,"Taman ditengah kota 🔥 bbrp kali kesini tp sblmnya belum sempet foto2 hee
Tempatnya mnrtku lmyn nyaman buat piknik keluarga, buat nongkrong sm temen2 dan juga buat melepas penat sejenak 👍

Ada kolam ikan nya juga jd yg bawa anak kecil pasti seneng bgt bisa liat2 tp hrs hati2 dan ttep diawasin karena takut nyemplung 😁😅

Untuk fasilitasnya ada toilet dan musholla, pas weekend agak ramai jd antri lama kalau mau ke toilet dan kdng agak kurang bersih jg, hrs ready bawa tissue sendiri biar aman 😉 apalagi buat cewek,"
5,"Hutan Kota ini cukup adem untuk dinikmati. Adem karena suasananya juga cukup enak dan serasa sejuk.

Kalau mau sekedar nongkrong untuk duduk-duduk merenung. Cocok lah tempat ini

Hutan Kota ini dekat dengan Halte Busway Polda Metro Jaya. Nanti masuk Gerbang 7

Hutan  Kota ini juga ada Cafe bagus dan mewah, On3 Cafe."
