Rating,Review
1,tempat nya oke punya rekomendasikan bgt yg punya anak2 keci berwisata tempa airnya alami bening tampa kaporit tempat parkirnya jg dekat bgt jaraknya jauh sukses jln nya mudah tempuh jakarta sekitarnya pokoknya ana anak balita kake nenek tempat heppy deh yg blm pernah silahkan kunjungi tempa wisata air telaga ciburial
1,berisiko berada tikungan jalan kamar kecil air buruk
1,the surroundings of the beach have been destroyed for carrying out a festival which at the end was just a bunch of stalls and some dances at the beach for recording videos for advertising purposes horrifying
1,wisata edukasinya menambah ruang kreatifitas buat mahasiswa politani
1,museum selalu ga 3x sana ga terus ditelpon katanya salah sambung disitu nya tertera nomornya yg hubungi benarjadi gmn nih museum ak gani pengunjung tau sejarah jadi kecewa banget
1,hubngi 082193000388yg mau sy masukin d group member shs dipakai jg sdah nga kena tipuuuuuuu kantor tutup perusahaan sdah bangkrut hati hati wajib viralkan sosmed semua siaran tvbiar tdk yg kena tipu kasianbohong kalo nantinya jawab sdah bantuaq sj liburan akhir tahun kacau semua krn shs pdahal itureservasi pertamakutdk shs biarpun sdah bangkrut tak tau dirimasih cari nasabah batam yg masuk member yg viralkan shs aq buat group member silahkan ping sy symasukkan d group 082193000388
1,banyak bangkai ikan sapu sapu yg menyebabkan aroma busuk karna ulah pemancing
1,worth it 1lewat jalan rp 10000 2mie rebus indomie gx pake telor rp 12000 3es 10000 4bayar parkir 2000 total 34000 yaa memang pegawai toko tokonya asik gk sombong baik baik view nya lumayan harga nya loh gk ngotak yaa silahkan menilai sendiri awal awal mah gk gk yg jaga portal masuk
1,jujur t4 inibner bnr mash alami n jauh kbisingn gaes tanks
1,their is no fixed open hour we went their at noon and its close when we ask nearby local people they said that the guard rarely come their so dissapointed
1,tiket suruh bayar 28k padahal cuma 2 orang 1 motor tempat udah kek gapernah dikunjungi banyak fasilitas rusak rumput tinggi gapernah dipotong tempat parkir tempat udah gapernah diurus kalo mau kesini lebih baik pikir2 waktu dekat semoga pengelola mampu membenahi fasilitas tempat menjadi layak dikunjungi
1,screening entrance tdk optimal membedakan tamu hotel pengunjung umum tamu hotel tdk mendapat cukup previledge akses masukkeluar mesti berulangkali menjelaskan kpd security yg paling menyebalkan menu sarapan biasa tdk yg menarik gak tega mau ambil makanan drpd gak dimakan mending keluar cari pecel tumpang pasar semen kontrol kebersihan lorong hotel kurang diperhatikan piring bekas makan beserak tangga naik dibiarkan semalaman repeat order definitely not
1,bagus buat liburan anak2 permainan nya banyak kolam renang nya jg byk pokok nya acara keluarga jadi asyikkk
1,kesana weekdays permainan cuman sepeda pancal biasa bom2 car tdk yg naik playground nya aja ditutup padahal tdk butuh listrik utk beroperasi masuk dr depan sdh diminta tiket 15rbanak 25rborg dewasa masuk permainan jg disuruh bayar tenant makanan jg yg buka sgt sedikit tdk menarik rugi banget bayar masuk tdk yg dinikmati sama sekali tau klo weekend
1,sore macet bikin cape pakai motor kopling sejenisnya
1,kcewa bngt masak iya pas masuk lokasi taman yg buka blakang yg gak buahnyacm kecil2 yg dpn byk buahnya bsr tp tutup gak masuk pariwisata apa gmn jauh2 tmpat malah ttupzonk bngt kcewa
1,spetugas portal senyum salam sapa rama memberikan informasi jelas
1,mohon maap udh bayar mahal eh binatang nya udah dipindahin lembah hijau mau liat apa cok bnyk kandang yg kosong cuman sisa sedikit hewannya sepi pula
1,sekarang puri air nya kotor tadi banyak anak sd bareng sama ema nyaada salh satu ibu ibu cuci tangan bekas makan gatau makan apa pokoknya banyak bekas sambal tangannyadia cuci tangan kolam ketinggian nya sedang trus kolam anak dekat perosotan perahu sampah botol bekas es teh kang parkir nya kurang responsif teman kesusahan keluarin motor karna banyak motor respon nya lama sekali hadehtolong perbaiki kebersihan kolam nya petugas nya 
1,dong buat pengurusnya tempatnya perbaiki kalau memang dijadikan tempat wisata masa pas pertama buka aja bagus hancur kan kasihan orang2 yg benar2 mencari tempat rehat hiruk pikuk perkotaan
1,mahal biaya masuk per orang 40k biaya parkir motor 10k mobil 20k sewa tenda 50k
1,jauh malah zonk bjirr mana serba mahal niat temen mau renang eh bayar 30k yaa ga jadi mending buat makan yeekan maps bagus keliatannya eh pas sana
1,alat sewakan disana berikan jelek emang ga mahal ngerasa rugi
1,disana masuk bayar trus pondok disewa 20 ribu naik jadi 30 ribu waduh susah orang dibuat mau wisata kalau wisatanya bagus gak pa kluarkan uang bnyak air nya juha coklat bayarnnya 40 ribu gila sih gak wajar
1,barusan jhk diusir petugasnya pakai baju hijau celana cokelat muda besar tinggi sedikit botak kepalanya katanya gaboleh bawa kucing didalam banyak kucing liar kena cakar kucing liar disekitaran taman
1,dak rekomendasi makan disini terlalu lama menunggu ampir 3060 menit rame bukan alasan asal management waktunya pas semoga komen jelek bikin cepat berbenah bakal bangkrut
1,suka bgt walaupun banyak sampah tempt punya citra tersendiri buat aku aku suka sini dlu sekarang udah jarang krn sibuk
1,terakhir sini beberapa tahun lalu bebas masuk kalau mau jalanjalan kemarin bawa anak tugas sekolahnya berkunjung sini ternyata sekarang pas sini pake surat izin kalau mau masuk bahkan cuma mau fotofoto gak bolehpejabat sekarang dah serasa kayak raja aja gak mau terganggu sama rakyat pas pemilu aja purapura peduli katanya ditutup sejak covid lah sekarang udah gak ppkm memanfaatkan situasi aja kalian buat pengumuman tu depannya masuk kalau izin balaikota milik rakyat bukan punya pejabat merasa jadi raja
1,rekomended lewat sini parkir mahal dimintai 20 ribu harga kapal wisata malahing beras basah diatas rata2 banyak preman lebih baik lewat pelabuhan bontang kuala berbas
1,kotor sampah berserakan bau sedap sampah menumpuk air diretensinyatidak sehat buat tempat jogging sekedar bersantaidulu palembang dikenal dgn kota bari sekarang jauh cerminan bersih aman rapi indahdimana2 sampah menumpuk berserakansungguh bikin nyaman
1,sini banyak jasa foto perfoto 5 ribu hati2 yg mau pake foto jasa sini kena permainan yg bilang foto pemilihan foto sekali putaran kamera padahal sebelumnya pernah pake jasa foto sini kali waktu bulan yg berbeda ngotot sekali putaran pemilihan foto kemudian permainan yg terus diarahkan berfoto yg sebanyak2nya padahal ambil permainan keuntungan untung banyak mending bagus2 lah pengarahan gaya foto aja jelek sembarang diarahkan hasil foto jg ga bagus2 lalu berbohong seakan foto sedikit padahal banyak 26 foto dikalikan 5 ribu sampe 130 ribuan terbilang mahal pengarahan gaya foto yg asal jepret hasil foto jelek dibandingkan tempat wisata yg ciwidey paket 75 foto 100 ribu hasil foto berlatar pemandangan foto bagus diarahkan gaya yg bagus permainan seakan dipaksa menghasilkan foto yg banyak hasil yg jelek2
1,tempat paling terburuk kota kupang yg menarik tempat saran kalau kalian tempat jalan kaki lewat pinggir pantai lasiana dekat
1,mengecewakan kumuh kotor gak sesuai foto terkini bising sarang dangdutan
1,museum wasaka berapa ditepian sungai martapura mudah dikunjungi baik lewat darat sungai baik utk pengenalan budaya kpd anak sekolah
1,makanan gk datang2 1 jam lebihbad bngt padahal pesan duluan yg sblah duluan pesan malah datang duluan
1,suasana kurang nyaman didepan masjid banyak pengemis banyak anak kecil ddkddk samping masjid jelas melakukan apa bangunan atapnya pendek jadi lumayan panas buat mau sholat masjid sini lebih baik sandal sepatu dititipkan penitipan masjid disini rawan hilang kemarin sepatu hilang hadi mohon hatihati
1,info penting pantai pasir putih tepatnya berada kelurahan jiko cobo kecamatan tidore timur kota tidore kepulauan sda kelolah pemuda masyarakat setempat hari sabtu19 juni 2021 buka secra resmi pemerintah kelurahan jiko cobo untk pengunjng datang perlu khwatir dg akses jalan trun pantai karna suda tangga trun taman tempat duduk santai dibuat sehinga menambah kecantikn lokasi pantai pasir putih ayoo mau tidore jangn lupa berkunjng wisata pantai pasir putih
1,cukup sekali diulangi kebersihan kurang pelayanan hospitality kurang rasa masakan kurang sarapan mie rebus yg mienya mgembang komunikasi kurang kampanye villa massa ratusan orang info apa2 pihak villa pasar ga akses keluar mau menikmati suasana alam jauh hiruk pikuk malah kampanye harga kualitas sebanding masah banyak pilihan yg lebih bs dipilih sepertinya merekomendasikan tempat
1,lokasi ramah anak2 dibawah 5 tahun semua fasilitas ga digunakan semua lapuk bahaya hati2 aja buat parenting kandang kelinci nya curam anak2 bakal susah beradaptasi jalan lurus beban grafitasicuramterjal
1,salah satu destinasi hutan kota wisata timur kota mataram memeberikan rasa sejuk berada kota provinsi nusa tenggara barat perlu perhatikan pemkot pengembangan destinasi wisata berada kota mataram merupakan tempat kesannya sangat berbeda tempat wisata lainnya
1,cari perkara tempat sangat membagongkan sangat ramah terlalu banyak pungutan toilet mengerikan
1,mo kesana cuma liat ulasan ga jadi deh
1,udah jam 0900 baru bersihin anak2 udah gak sabar nungguin kalo buka jam 0800 nya nya udah disiapkan pas datang orang2 nya duduk2 santai aja katanya bentar eh nungguin stengah 1000 nyala kolam arus nya
1,kolam yg viral tiktok nih yg review jelek sama pengunjung tp pengunjungnya malah mau laporin lah kan yg salah situ pengelolanya yg kerjanya ga bener duh jgnkan suruh bayar dikasih gratis buat renang kolam kotor air hijau banyak sampah mah ga bgt deh mending situ yg minta maaf konsumen benahin lg tempatnya drpd buang2 uang buat ngelaporin customer tau ga customer tuh dilindungin undang2 google coba gih
1,kecewa berat jauh2 datang bersama keluarga ternyata air mancurnya tdk dinyalakan katanya tiap berapa hari sekali nyalanya yg luar daerah mana tau jadwalnya tdk tau kapan aja tdk pernah diupdate dimanapun jadwal menyalakan air mancurnya harusnya weekend nyala momennya pas liburan jd liburan solo skalian lihat air mancurnya
1,pemandangan bagus semakin keatas rutenya tertutup ilalang susah dilalui banyak jalan bercabang harapannya dijaga perawatannya ditutup jalan keluar kawasan menghidari diinginkan
1,kalau bawa kamera dslr sejenisnya bayar 350k ad legalitas tertulis lebih pemalakan jatuhnya sangat direkomendasikan karna pengelolaan tertata tulisan dn rawan terjadi pemalakan
1,pemandangannya bagus banget atas sini tempatnya sangat terawat sangat membahayakan pengunjung datang sini
1,langkah pemerintah merahab taman kota sangat bagus menjadi daya tarik masyarakat baik luar kota sangat sayangkan mengenai fasilitas bangun kurang mendapat perhatian khususnya mengenai sampah terlihat sudut pedagang kaki lima cukup tertata kurangnya sadaran kebersihan lingkungan taman membuat taman terlihat kumuh kalah penting peran pengunjung meringankan tangan menjaga fasilitas tersedia tetap menjaga lingkungan membuang sampah tempatnya minimnya tempat pembuangan sampah menjadi salah satu indikasi banyaknya sampah segala penjuru artinya semua elemen bekerja sama membangun rasa memiliki sangat tinggi taman kota tetap menjadi daya tarik kesadaran tinggi atas sampah lingkungan semakin menunjukkan slogan singkawang hebat bukan sebatas selogan
1,tempat n makanannya tersedia banyak tukang jualan gerobak disana
1,buruk bgt dah turun dr lembang curam bgt jalanan bolong2 sempit siap2 habisin kampas rem tiket masuk 50rb bener2 gak worth it karna dalamnya bau bgt panas bgt banyak nyamuk gak terawat minuman binatangnya lumutan binatang pd kelaperan mau liat burung lembang park zoo aja aviarynya bersih bgt ga bau ga kotoran gak kayak disini
1,mengadukan masalah pagi tgl 5 jan 2019 jam 11 pagi sy kota pekanbaru suami sy perancis suami berkunjung pariaman kewisata bahari pantai panjang ketapiang baru 10 menit pantai ketapiang kejutkan suara bersahabat baru tau baju pemuda tersebut memakai baju kaos seragam provos bertanya mau pesan apa berhubung baru datang lapar haus menjawab trimakasih menjawab lg kasar kalau gitu sewa tempat jawab pak mau lihat lihat orang langsung marah kasarnya berkata tempat keluar sini cari pantai mengomel begini cara seseoran tempat wisata bicara mengusir wisatawan setau bebas masuk pantai yg kelola daerah manapun yg larang apa pantas diusir anjing sangat tdk adil berlanjut orang yg berkunjung pantai trimksh semoga baca orang yg bertanggung jwb dgn pantai
1,jelek gada musholanya makanan 20 cabe 80 mau ngasih makan apa jualan cabe
1,merasa dijebak reviewer ngasih bintang 4 5 ternyata tempatnya biasa banget penampakan terawat mungkin sepi pengunjung akses sana tinggal mengikuti gmaps lokasi masuk portal perumahan terus hingga jalan kampung ketemu jalanan jelek cuma 100 meter suasana lokasi betul sepi asri suara gangsir terdengar jangan lupa soal nyamuknya banyak pas sana berani jajal swafoto spotspot terbuat kayu mendaki meyakinkan kekokohannya konstruksi kayunya mau sungai hmmm sepertinya berjalan kaki turun cukup jauh akses tanah berhatihatilah hujan licin tempat main anakanaknya memprihatinkan menyeluruh gue bilang konsep lokasi wisata jelas masuknya rp15000org
1,this is a park in semarang a city in central java i think it will be implemented with a similar concept to taman mini in jakarta currently there is no operational management at all so you can think of it as virtually nonoperating except for some areas it seems necessary to manage it well for the local residents the current state should be considered as just a look around the surrounding traditional buildings
1,urng menarikkurng memuaskanpermain sudh bnyk yng rusak
1,yah capek kesini eh ternyata udah terawat
1,sayang sekali tempat bersejarah peninggalan abad 16 kondisinya sangat terurus area sekitarnya terdapat tanah yg sangat luas dibangun replika rumah adat tiap daerah sulsel sayang terawat taman2 gersang banyak orang2 malah gunakan replika rumah adat nongkrong2pertemuan gitu harusnya dijaga biar terawat rusak sangat sangat kecewa dinas pariwisatanya gimana
1,danau alamanda regency tempat sejuk enak liburan keluarga ditambah taman mainan anak anak dengaan biaya masuk yg cukup relatif murah banyak mainan dikelilingi danau memancing menghilangkan penat sehabis seminggu bekerjasilahkan coba
1,pantai sangat kurang bersih banyak sampah pinggiran airnya dipenuhi orangorang suka membuang sampah sembarangan khususnya kalangan muda fasilitas toilet minim terawat pintu rusak dinding berlubang musholanya bersih tempat berwudhu pengawasan kebersihan lautnya pengelolaan lebih baik pelayanan pengunjung
1,gak tau mau ngapain sini karna rasa tau apa sini terpaksa jalan keluarga apa tifak sesuai bernalas jarak tempuh keadaan dapati lokasi sunghuhsangat mengecewakan wc terurus menyulitkan pengunjung
1,museum terawat jelas sangat aneh reviewnya bintang 5 kemyataan datang lokasi sangat kecewa minus tanda logo merek depan jalan tahu mau parkir mana pas ditanya arahkan gedung jamu pas ditanya orang museum libur ga datang jadi ga dibuka padahal google maps dibuat tutup katanya baru balik orangnya minggu depan aneh banget museum sangat kecewa jauhjauh kota semarang sini eh malah ga jelas mudah2an diperbaiki pemerintah ditindak tegas oknum museum tutup hari weekdays keperluan 
1,foto sesuaiitu banyak foto batu angus
1,baru tau sekarang kalau mau foto2 bayar 200rb terakhir kesini banyak pengujung bebas layaknya tempat wisata sekarang memang sdikit lebih bagus wlopun bnyak sampah yg berserakan sepi pengunjung ntah memang jdi bayar 200rb cuma org cari2 duit kalau prewed fotografer pake kamera profesional bayar segitu make sense make hp masa 200rb mengecewakan
1,sumpah yg pertama terakhir kaliny pantai inimales banget palak sama preman sana karna gua cwek aja ga ngelawan mainny ramean hilang dh uang gua 100k
1,view bagus ga recomend pelayanan judes bangt kayanya lg pd pms kali yah  ga laki ga cewe gilak sih baru dpt pelayanan kaya gtu biasanya cafe ramah sih ga bngt sekedar saran ajah ksna kan pngn bnyk tau tempat duduk limit bngt minta kursi ga ksh minta karpet kecil ga ksh lah pengunjung mau duduk mana kolem renang mahal bngt kali kena 100 k mending bawa anak2 waterbom jelas2 sng wahananya  harusnya tempat udah jajanan harga lumayan renang free bayar masuk akal jd ema2 ga keberatan buat ngeluarin isi kantong semoga perbaiki utama pelayanan traning
1,shuttle gak jelas driver gak ramah kombo jadi gemoysian
1,yg mau cari kosan jangan sini solnya penipuan
1,jujur t4 inibner bnr mash alami n jauh kbisingn gaes tanks
1,kolam renang area goa selomangleng yg terparahh gak kesini2 kapookk
1,taman berfungsi baik perawatan lebih baik dulu lapangan sepak bola sangat bermanfaat buat anak2 muda berolahraga
1,sini bukan tempat camping hati hati jangan salah persepsi lembah bantengan ternyata dilarang kegiatan camping pengalaman buruk waktu camp sini pas pagi hari didatangi petugas taman nasional bts segera membongkar tenda alasannya area bromo dilarang mendirikan tenda padahal lembah bantengan pos watu gede bukit teletubies banyak sekali tenda tenda penjual makanan minuman sekalian ditertibkan sayang sekali padahal pemandangan sini bagus sekali
1,awalnya kira bakal bagus ternyata pas kesana kecewa bangettt aslii beda sama foto google masuk kamar lantai kotor kasur berdebu banyak rayap terawat sekali mengecewakan banget kolam berenang kurang bagus taman lumayan rawat jangan dibiarkan bikin pengunjung nyaman
1,tempat banjir masuk kedalam tetap bayar mulai biaya parkir ojek biaya masuk rugi tenaga waktu uang lokasi
1,bad management cant run a great event thats beneficial for all parties my advice for umkm considering to open food stand in ocarina is simply just dont it is not suitable for umkm they charged 2000k for 10 days event but their place was mostly so dead save your money dont pay for that amount they advertise because their visitor number is fewer than the visitor on public cemetery near ramadhan season lol so not worth it to the management please get better ideas to engage more visitors and find good reasoning before you set your rent fee 2000k for 10 days what a lie the event was only for 4 days and at least provide a dry place you put us on some pond lol wont ever come back here
1,pungli merajalela hati2 berwisata kesini sebaiknya hindari daerah sepanjang pantai padang nyaman berwisata kesini
1,mohon maaf sebelumnya mohon pd pengelola menghapus photo lama krn situasi sekarang sdh layak utk tempat wisata keluarga
1,petilasan sejarah kerjaan kalimantan selatan s kitar candi lumayan bersih mengingat banyak nya pohon pohon besar kerja keras dedaunan yg jatuh menumpuk membuat terurusdari pintu masuk nampak sedap pandang mata sbg obyek wisatasampah organik sampah kemasan spanjang koridor menuju musium ditambah warung warung spanjang pintu masuk dngn lapak lapak seadanya mbuat kumuh pemandangan nya scara umum tempat sangat bagus sebgai obyek wisata sejarah kerjaan banjarkita sedkit paham sejarah nya
1,pas kesana tdk ad yg jualanmau masuk bawa mobil hrus bayar 20rbdlu rame 5 rb aja mau penjaganyaskrng krna sepi jdi naik justru
1,pedagang jagain dong pasangan muda mudinya acok acok jo caliak ka wek e bia ndak macam2
1,lebaran 4 harga tiket 1 motor 2 orang 30rb dalem parkir motor 10rb wc 4rb 1 orng
1,air nya tercemar kawan kawan berkunjung sana lebih baik jangan air nya gatel cukterus kang parkirnya tau uang aja gak mengelola  kalau mau parkir kasih aja 1000 dendek takut takut berbeng ruen langan lengek aik genitan
1,nah too expenzive the spot isnt as worth as your money
1,positif pelayanan ramah gratis bawa makanan negatif musik bernuansa liburan seenaknya operator stel musik sesuai keinginan loker sekali pakai sekali loker dibuka tutup loker membeli tiketkoin loker senilai 10k
1,cari cari informasi terkait kontak person pengelola gk dapet bahkan link resminya menyertakan kontak person pengelola
1,air kotor dadolek ba itam snd sama yg foto su bayar baru masuk snd sesuai harapan snd perawatan samasekali ecenggondok dong banyak banyak daun kelapa dong jatuh pi air snd jelas kalau bagus kalo ktng datang pas sepi ma kalau su banyak orang dadolek mati
1,yg mau naik pastiin nego yg dulu deh jgn kaya temen2udah nego deal 120rb 1 kapal dihitung penumpang pas udah ditengah perjalanan dimintain lg 30rb katanya gak sesuai jumlah penumpang nama kapalnya singkawang 45
1,seminggu yg lalu kesana tutup padahal cape2 datang polman ternyata mengecewakan
1,pereman om ariel keriting om lukon wa saudara bude nurul saudara nya pak kadi wasoro
1,kolam yg viral tiktok nih yg review jelek sama pengunjung tp pengunjungnya malah mau laporin lah kan yg salah situ pengelolanya yg kerjanya ga bener duh jgnkan suruh bayar dikasih gratis buat renang kolam kotor air hijau banyak sampah mah ga bgt deh mending situ yg minta maaf konsumen benahin lg tempatnya drpd buang2 uang buat ngelaporin customer tau ga customer tuh dilindungin undang2 google coba gih
1,pas mau masuk petugas menginformasikan kalau situasi nya sedang banjir tau gitu kan gk mau masuk tempat nikmati
1,kang parkir mata duitan baru mampir bentar ga nyampe 5 menit
1,tempat oke parkir luas tpi yg kurang air kolamnya walaupun air kolamnya bening tpi banyak bakterinya terutama bakteri ecoli penyebab diare seorang perenang sengaja air kolam tersebut masuk kedalam mulut mengambil nafas kamar bilasnya sama kotor terurus saran diperbaiki tempatnya air kolamnya klo diganti kalo bintang setengah dah gwa kasih setengah bintang buat kolam renang
1,tempatnya udah gak dong udah jadi kolam berenang
1,pantai karang putih banyak batu2 berwarna putih sangat bagus hiasan taman bunga media tanaman hias
1,apa2nya kotor malah kena parkir padahal udah sepi kayak candi parkir mobil 15rbwc tak airnya lantai berlumut licin bahaya utk anak2 orang2 tua sepuh
1,taman pohon unik tmpat rkreasi ruang terbuka tmpat syuting
1,gak worth it sama sekali depan bayar tiket parkir duluan eh pas mau spot foto bayar udah bayar 2x spot fotonya gak layak semahal cafetempat makannya banyak tutup toilet bau sampah banyak berserakan infrastruktur wisatanya layak semahal sumpah kapok banget gak kesini harga jomplang sama kualitas sama sekali layak dikunjungi heran gimana kesadaran san pemikiran pihak manajemen wisata mending wisata2 harga masuk lebih murah fasilitas nya lebih bagus pemandangan lebih bagus
1,kamar mandi kurang nyaman kan pintu kamar mandi kunci cuma pakai kayu kolam penuh lumut 11 12 kolam renang umum nya beda nya non kaporit
1,semua harga2nya gk cocok sama kaum mendang mending ditiket seharga 125rbwelcome drink gelas ukuran wisky nasi goreng kambing 88rb es teh 15rb wkwkkkk
1,banyak anak anak nyusup manjat lewat pagarr nga bayar tiket sangatt mengganggu nga punya adabb loncat loncat tempat duduk dekat mushola saran tambahkan pagar kawattt anak anak aja nyusupp pencuri buruk lainnya lagisaya tau tempat bagus hewan dalamnnya tetap sajaa pentingg
1,kemari pagi pagi bgt 1 januari 2024 pagi niatnya mau parkir dipinggir pantai aja menikmati sepinya 1 januari nganterin lansia beserta cucu cucunya yg kecil ternyata barikade semua area menuju pantai beli tiket online notifikasi kondisi lokasi yg dibarikade barikade pintu masuk ngga beri edukasi petugas tiket diberi peta lokasi kantong parkir terdekat yg mana mbak pintu masuk malas menyenangkan diminta komunikasi client disisi pintu penumpang mau dulu ancol nih banyak pr disisi managemen sdm ngobrol pedagang merasakan sama jalan dibarikade bikin bingung mau lewat mana katanya buang buang waktu pagi pagi kemari ngga gunanya buang buang uang akhirnya dalem kalo cuma banyak buat ngantri naik bis wira wiri buat nyari tempat yg nyaman tau gini masuk ancol deh
1,pantes tempat wisatanya gk pernah maju malah bangkrut terus udh beberapa kali habis darisana 1 ticket masuk 15k per orang 2 orang 30k 2 berendam kamar vip harga 100k1 jam fasilitas yg cuma kamar kosongan gk dpet shamposabunhanduk kondisi ruangan kotor banyak sawangkotoran cicak ticket 3 biaya parkir motor kawasan 10ktanpa ticket mintai scurity pos loket depan pintu masuk jadi 1 jam berendam habis 140k 2 orang fasilitas yg sangat worth it jadi masukan buat management kedepannya lebih perbaiki fasilitas harga berikan oknum2 suka minta duit luar aturan musti tindak
1,boro2 ngerasainyg malah kayak masuk dunia mengerikan sekali disasarin tengah hutan
1,its deserted come here if you want to feed mosquitos and fall down
1,pantai kumuh airnya bau jalannya bau sekiranya bau kotor saran pemerintah warga peduli lingkungan pemerintah daerah harusnya membatasi area area tertentu gunakan masyarakat menanam rumput laut menyediakan beberapa area tanami rumput laut menjaga nausa wisata nya warga peduli pertama kebersihan sebagian iman warga mengontrol pembuangan sampah pribadi rumah tangga ternak membebaskan sapi berkeliaran mana lanjut
1,maaf karna terlalu banyak minusnya jadi aq cuma kasih bintang 1 jalan menuju lokasi kurang bagus parkir luas tempat luas sayangnya sangat panas klo siang hari karna cuma beberapa pepohonan kamar mandi n kamar bilas kotor bau ga enak mushola cukup besar letak warung penjual makanan n minuman terlalu jauh pintu masuk jadi males klo mo beli kolam renang deket pantai airnya kotor n berlumut htm 20 k per orang tuk weekend saran 1 sebaiknya ditanami banyak pepohonan besar ga panas misal pohon cemara 2 didekat panggung klo warung penjual makanan n minuman biar ga cuma 1 lokasi aja jaraknya ga jauh makasih
1,gak asikjauh masuk jalanan gak bagus parkir lapangan trus jalan kaki naik jembatan mau robohsampai eh bukit tengkorak tutup tangganya yg rapuhdinas terkait nya y inikok tempat wisata terbengkalai
1,baru pertama kesini tempat sepi tempat kotor daun kering banyak banget kolam harga perorang 25 k sebanding fasilitas yg dinikmati kalo tutup aja benahi direnovasi
1,pantai kecil cukup jauh pusat kota dumai pasir nya berwarna kuning air laut berwarna coklat tempat nya kecil beberapa gazebo kecil pinggir pantai beberapa kios menjual berbagai makanan minuman suvenir toilet kurang terawat spot menarik foto parkiran cukup luas akses jalan menuju pantai baik jalan masuk pantai rusak berstruktur tanah kalau hujan licin
1,kids friendly  adult friendly  karna apa karna pelayanannya  big no
1,mau melamar jad satpam pt swat jangan mau buang waktu sama duit kena tipu sama pt swat pelatihan taman cibubur taman wiladatika
1,pantai indah banyak preman pemuda binasi melakukan pemalakan pemerasan harap hati2 pantai termasuk uang parkir jelas pantai sarang pemalakan
1,my visit to this zoo left me utterly disappointed the animals were confined to cramped spaces with minimal entertainment it was disheartening to see them in such conditions and i cannot recommend this place to anyone who cares about the wellbeing of animals
1,parkirannya jauh ga gelar tiker geser dikit aja ga dibolehin pdhl lg makan jg diusir katanya ini wilayah jadi gaboleh gelar tiker disini pdhl gaada keterangan gaboleh bawa tiker bnyk org2 gelar tiker tp ga diusir krn naik boatnya apa gelar tiker disini naik boat disini gaboleh bawa makanan tp yg jual makanan dikit bgt mana mahal2 semua malah yg ngerokok tp ngga ditegur bukannya yg kaya gini yg justru bikin pantai kotor udah mah masuknya skrg mahal tp fasilitasnya gak banget lama2 ga worth it maen ancol
1,taman sebenarnya punya pemerintah kota pakir deket taman larang sama pihak dm kok blokade gitu konyol
1,bayar parkirnya terlalu mahal orng aj bayar 2rb sama sy cuma parkir sepeda 5rb
1,salah satu destinasi hutan kota wisata timur kota mataram memeberikan rasa sejuk berada kota provinsi nusa tenggara barat perlu perhatikan pemkot pengembangan destinasi wisata berada kota mataram merupakan tempat kesannya sangat berbeda tempat wisata lainnya
1,nggk nyaman banyak lalat tumpukan sampah dekat tenda spt foto mau nyolok charger waktu mulai nyoloknya parkiran kecil muat cuman beberapa mobil untung mushollahnya nggk recommend lah
1,looked like a very shady place everyone is looking at you and your bags as soon as you cross the gate the officer doesnt care about you and let other people run the place that asked us for a fee 5000 just to enter the parking apparently we refuse because we were there 3h before and no fee was asked to us only our taxi driver after we entered some guy told us to enter a kind of office to buy tickets it was 125000 idr for economic and another 12000 idr for a government fee i dont know if its the right price but it look like you could buy a ticket directly at the boat if you chose to try that be sure to be there early to test it out our boat departed on time
1,udah tutup kayaknya ak bales sy kmrin kesitu jam 1112 an ga orang btw makasi bintang satunya semoga apa ga lanjutin kl emang buka harusnya orang yg depan ngga kumuh kmrin ga org sm sekali situ owner nilai ngga mau jgn buka review google dong  mental nya  lah
1,perbaiki sih pihak managemen nya tiket masuk orang 7000 motor 5000 mobil 15000 pas masuk parkir motor pungli 5000motor kirain tiket masuk orangkendaraan sudar termasuk parkir kalo banyak wahana sih gpp cuma view doang rugi dong
1,jalannya ngeri banget cuma cukup 1 mobil makin deket curugnya makin sempit jalannya mana batu2 jalannya pas kesana mobil ditarik jurang karna jalannya kekecilan itucucurugnya kecil banget bukan curug sih kolam renangnnya kosong karna terlalu dalem kayanya kolam renang kecil aja air kolam bersih bagus ga saranin bawa mobil ngeri banget bawa motor oke
1,ga mancing orng luar sllu ad kontrol entah knpa jadi larang
1,sebenarnya memiliki potensi menjadi salah satu objek wisata bagus namu dikelola malahan dijadikan kantor pemerintah sangat membuat macet lalulintas area tersebut bermanfaat masyarakat
1,the management appears to be off with the fairies the website does not work and on google maps it has it as open six days a week and confirmed by phone call 3 weeks ago is written below the hours open information but when i went on one of the supposedly open days it was closed one of the employees told me it is now only open 4 days a week well if that is the case why not update the information obviously it is time for a new manager
1,layak beroperasi terawat air kotorbnyk lumut beberapa wahana perosotan berfungsitoilet kotor bau tdk air kondisi kya gtu tdk layak beroperasi tetap memaksakan beroperasisarannya kalo mau benar beroperasi benahi dulu semuanya lahh kecewa
